arrival_id,date,mandi_id,crop_name,variety,arrival_quantity,unit,farmer_count,arrival_quantity_qtl,clean_date
ARR0023629,12/04/2026,MANDI_045,Mustard,Hybrid,73.06,Q,,73.06,2026-12-04
ARR0012461,07-Feb-2026,MANDI_043,Rice,HD-2967,36784.0,KGS,148.0,36784.0,2026-02-07
ARR0003548,25-Mar-2026,MANDI_019,Wheat,HD-2967,346.05,quintal,88.0,346.05,2026-03-25
ARR0011188,24-Jul-2026,MANDI_007,Maize,PBW-343,35743.0,KG,106.0,35743.0,2026-07-24
ARR0002560,06.09.2026,MANDI_019,Maize,Local,149.56,quintal,71.0,149.56,2026-06-09
ARR0016564,08/02/2026,MANDI_006,Mustard,Pusa-1121,25862.0,Kilo,16.0,25862.0,2026-08-02
ARR0024392,02-05-2026,MANDI_043,Mustard,Pusa-1121,128.36,Q,,128.36,2026-02-05
ARR0013581,2026/01/23,MANDI_028,Maize,Local,8.83,Tonnes,,8.83,2026-01-23
ARR0008490,26-Apr-2026,MANDI_052,Rice,Hybrid,40.458,MT,79.0,40.458,2026-04-26
ARR0009427,05-Aug-2026,MANDI_038,Cotton,HD-2967,39823.0,Kilo,,39823.0,2026-08-05
ARR0018867,01-Mar-2026,MANDI_030,Sugarcane,Local,39.847,tonnes,,39.847,2026-03-01
ARR0019528,10-Apr-2026,MANDI_050,Wheat,Premium,28582.0,KGS,7.0,28582.0,2026-04-10
ARR0002443,14.04.2026,MANDI_013,Sugarcane,Hybrid,400.62,Quintals,142.0,400.62,2026-04-14
ARR0010374,07-01-2026,MANDI_035,Mustard,PBW-343,82.97,qtl,63.0,82.97,2026-07-01
ARR0001028,13.01.2026,MANDI_028,Mustard,,5843.0,KG,,5843.0,2026-01-13
ARR0006356,09-May-2026,MANDI_018,Rice,Pusa-1121,23.906,tonnes,21.0,23.906,2026-05-09
ARR0018083,06-Aug-2026,MANDI_049,Sugarcane,Local,236.0,quintal,51.0,236.0,2026-08-06
ARR0024401,01-30-2026,MANDI_056,Rice,Local,47282.0,KG,106.0,47282.0,2026-01-30
ARR0018371,12-Aug-2026,MANDI_010,Cotton,Local,48519.0,kg,149.0,48519.0,2026-08-12
ARR0016889,24-Jan-2026,MANDI_024,Maize,Pusa-1121,49386.0,KGS,18.0,49386.0,2026-01-24
ARR0000656,2026-07-17,MANDI_007,Maize,Premium,21.628999999999998,MT,136.0,21.628999999999998,2026-07-17
ARR0002343,18.04.2026,MANDI_055,Mustard,Premium,4.154,MT,35.0,4.154,2026-04-18
ARR0021581,24.02.2026,MANDI_048,Maize,HD-2967,43.763999999999996,tonnes,96.0,43.763999999999996,2026-02-24
ARR0007707,22.05.2026,MANDI_027,Rice,Premium,42.113,MT,104.0,42.113,2026-05-22
ARR0006771,04-05-2026,MANDI_032,Sugarcane,PBW-343,30.901,Tonnes,34.0,30.901,2026-04-05
ARR0008443,28.06.2026,MANDI_038,Cotton,Premium,380.86,Quintals,,380.86,2026-06-28
ARR0019775,14.01.2026,MANDI_010,Mustard,Hybrid,27327.0,KGS,,27327.0,2026-01-14
ARR0009686,20/03/2026,MANDI_055,Sugarcane,,"34,745.0 KG",,,0.34,2026-03-20
ARR0004297,2026-06-17,MANDI_045,Wheat,Premium,15547.999999999998,Kilo,77.0,15547.999999999998,2026-06-17
ARR0023071,2026-06-27,MANDI_046,Mustard,Local,33257.0,Kilo,85.0,33257.0,2026-06-27
ARR0014339,2026/06/30,MANDI_014,Cotton,Premium,13430.000000000002,kg,22.0,13430.000000000002,2026-06-30
ARR0007517,28-May-2026,MANDI_057,Cotton,Premium,454.45,Q,7.0,454.45,2026-05-28
ARR0020257,2026/01/16,MANDI_030,Rice,,299.62,qtl,123.0,299.62,2026-01-16
ARR0005659,16.08.2026,MANDI_036,Sugarcane,Pusa-1121,62.69 qtl,,25.0,62.69,2026-08-16
ARR0014387,21.02.2026,MANDI_023,Mustard,,39070.0,Kgs,106.0,39070.0,2026-02-21
ARR0022111,29.06.2026,MANDI_039,Wheat,Hybrid,20549.0,Kgs,,20549.0,2026-06-29
ARR0003579,20/01/2026,MANDI_029,Maize,Hybrid,13577.000000000002,Kgs,107.0,13577.000000000002,2026-01-20
ARR0022845,29-Mar-2026,MANDI_042,Sugarcane,Local,32.206,Tonnes,16.0,32.206,2026-03-29
ARR0002389,20-Jul-2026,MANDI_028,Sugarcane,HD-2967,34.17,Q,89.0,34.17,2026-07-20
ARR0000279,05.07.2026,MANDI_016,Wheat,Hybrid,28.49,Quintals,,28.49,2026-05-07
ARR0019713,01-06-2026,MANDI_001,Maize,Pusa-1121,38.931,Tonnes,131.0,38.931,2026-01-06
ARR0020916,2026-06-07,MANDI_022,Cotton,,218.93,Q,10.0,218.93,2026-06-07
ARR0011150,31/03/2026,MANDI_041,Mustard,Hybrid,24774.0,Kilo,97.0,24774.0,2026-03-31
ARR0016069,07.07.2026,MANDI_040,Mustard,Pusa-1121,113.49,qtl,,113.49,2026-07-07
ARR0001636,18/02/2026,MANDI_037,Rice,Pusa-1121,1498.0,Kilo,150.0,1498.0,2026-02-18
ARR0008732,2026-06-01,MANDI_020,Rice,Pusa-1121,41492.0,Kilo,,41492.0,2026-06-01
ARR0010319,2026/04/18,MANDI_011,Sugarcane,Pusa-1121,"20,508.0 KG",,79.0,0.2,2026-04-18
ARR0015908,2026-03-20,MANDI_044,Rice,Pusa-1121,9673.0,Kilo,114.0,9673.0,2026-03-20
ARR0004815,17/06/2026,MANDI_015,Rice,Local,329.78,qtl,94.0,329.78,2026-06-17
ARR0003474,2026-05-04,MANDI_003,Wheat,Local,27595.0,KG,108.0,27595.0,2026-05-04
ARR0024087,07-30-2026,MANDI_013,Rice,Premium,47.702,T,71.0,47.702,2026-07-30
ARR0021610,29.08.2026,MANDI_002,Wheat,Hybrid,225.31,Qtl,60.0,225.31,2026-08-29
ARR0005220,05-12-2026,MANDI_007,Cotton,Pusa-1121,-433.43,KG,116.0,433.43,2026-05-12
,2026-03-18,MANDI_056,Mustard,PBW-343,21.58,quintal,105.0,21.58,2026-03-18
ARR0019222,01.04.2026,MANDI_034,Mustard,PBW-343,"40,254.0 KG",,,0.4,2026-01-04
ARR0004169,2026-02-09,MANDI_008,Maize,Hybrid,498.37,Quintals,52.0,498.37,2026-02-09
ARR0001132,09-01-2026,MANDI_026,Rice,Premium,47152.0,KGS,107.0,47152.0,2026-09-01
ARR0002266,15/02/2026,MANDI_048,Mustard,Premium,26.223000000000003,T,,26.223000000000003,2026-02-15
ARR0002042,12/04/2026,MANDI_036,Sugarcane,Premium,23441.0,Kilo,,23441.0,2026-12-04
ARR0016169,2026/05/01,MANDI_044,Maize,Local,2350.0,KGS,115.0,2350.0,2026-05-01
ARR0010343,08-01-2026,MANDI_026,Rice,HD-2967,456.79,qtl,89.0,456.79,2026-08-01
ARR0008075,17-Apr-2026,MANDI_022,Cotton,PBW-343,"20,611.0 KG",,134.0,0.2,2026-04-17
,2026/06/21,MANDI_044,Maize,Premium,211.98,Qtl,7.0,211.98,2026-06-21
ARR0006464,20-Mar-2026,MANDI_035,Rice,PBW-343,7.626,tonnes,56.0,7.626,2026-03-20
ARR0021662,07-03-2026,MANDI_047,Cotton,,"3,797.9999999999995 KG",,7.0,0.03,2026-07-03
ARR0007590,2026-02-28,MANDI_039,Wheat,Local,88.84 qtl,,101.0,88.84,2026-02-28
ARR0011394,2026-05-03,MANDI_017,Cotton,,40.874,tonnes,48.0,40.874,2026-05-03
ARR0020565,30-Mar-2026,MANDI_035,Mustard,,21249.0,Kgs,55.0,21249.0,2026-03-30
ARR0014876,02.03.2026,MANDI_047,Cotton,Premium,-394.85,KG,96.0,394.85,2026-02-03
ARR0007714,20/02/2026,MANDI_017,Cotton,Pusa-1121,175.21,Qtl,72.0,175.21,2026-02-20
ARR0015944,2026-07-01,MANDI_045,Maize,Local,195.58,Q,,195.58,2026-07-01
ARR0002076,2026/01/29,MANDI_039,Sugarcane,Pusa-1121,305.09,qtl,82.0,305.09,2026-01-29
ARR0024629,03-21-2026,MANDI_014,Wheat,,50.2,Q,22.0,50.2,2026-03-21
ARR0011118,08-08-2026,MANDI_023,Mustard,Premium,211.6 qtl,,132.0,211.6,2026-08-08
ARR0013182,29/06/2026,MANDI_042,Mustard,PBW-343,41768.0,KGS,,41768.0,2026-06-29
,07/03/2026,MANDI_048,Maize,Hybrid,325.43 qtl,,55.0,325.43,2026-07-03
ARR0001419,27.06.2026,MANDI_032,Rice,HD-2967,45093.0,Kgs,,45093.0,2026-06-27
ARR0013634,08.03.2026,MANDI_002,Wheat,Hybrid,20.049,MT,89.0,20.049,2026-08-03
ARR0004878,28.01.2026,MANDI_032,Sugarcane,Local,491.55,Qtl,127.0,491.55,2026-01-28
ARR0014315,26.02.2026,MANDI_051,Maize,HD-2967,"23,785.0 KG",,93.0,0.23,2026-02-26
,2026/02/26,MANDI_013,Mustard,Pusa-1121,2.1710000000000003,tonnes,54.0,2.1710000000000003,2026-02-26
ARR0001596,21.05.2026,MANDI_043,Mustard,Premium,"14,688.999999999998 KG",,132.0,0.14,2026-05-21
ARR0013111,01-29-2026,MANDI_024,Rice,Premium,384.19,Q,110.0,384.19,2026-01-29
ARR0023348,01-Sep-2026,MANDI_016,Sugarcane,,39021.0,KG,87.0,39021.0,2026-09-01
ARR0014020,17/03/2026,MANDI_026,Maize,HD-2967,10995.0,KG,50.0,10995.0,2026-03-17
ARR0012712,29/01/2026,MANDI_024,Sugarcane,HD-2967,115.93,qtl,128.0,115.93,2026-01-29
ARR0001176,22/03/2026,MANDI_027,Rice,Local,"6,647.0 KG",,62.0,0.06,2026-03-22
ARR0003499,08.05.2026,MANDI_038,Rice,,334.91 qtl,,98.0,334.91,2026-08-05
ARR0023205,24-Jul-2026,MANDI_042,Cotton,PBW-343,128.21,qtl,141.0,128.21,2026-07-24
ARR0017684,2026-08-08,MANDI_019,Maize,,"21,897.0 KG",,12.0,0.21,2026-08-08
ARR0007048,26.02.2026,MANDI_040,Maize,Local,430.85 qtl,,15.0,430.85,2026-02-26
ARR0016416,03-20-2026,MANDI_003,Cotton,Local,15.466,T,50.0,15.466,2026-03-20
ARR0011148,2026-03-22,MANDI_014,Wheat,PBW-343,29735.000000000004,KG,113.0,29735.000000000004,2026-03-22
ARR0018296,08-Feb-2026,MANDI_053,Rice,Hybrid,293.58,Qtl,,293.58,2026-02-08
ARR0001504,2026/03/31,MANDI_039,Maize,Local,"1,579.0 KG",,106.0,0.01,2026-03-31
ARR0001555,06-08-2026,MANDI_056,Sugarcane,Local,470.88,Qtl,,470.88,2026-06-08
ARR0022052,01-12-2026,MANDI_029,Mustard,PBW-343,25122.0,kg,32.0,25122.0,2026-01-12
ARR0001076,2026-05-02,MANDI_053,Mustard,,-310.43,Qtl,67.0,310.43,2026-05-02
ARR0015529,24.01.2026,MANDI_015,Wheat,Premium,2208.0,Kgs,33.0,2208.0,2026-01-24
ARR0018569,04-29-2026,MANDI_045,Wheat,Pusa-1121,300.32,qtl,,300.32,2026-04-29
ARR0017760,08-18-2026,MANDI_041,Wheat,,3529.9999999999995,Kilo,,3529.9999999999995,2026-08-18
ARR0018549,07-01-2026,MANDI_026,Rice,HD-2967,13.416999999999998,MT,116.0,13.416999999999998,2026-07-01
ARR0014402,2026-02-08,MANDI_055,Mustard,Local,-15.62,KG,63.0,15.62,2026-02-08
ARR0012535,13-Mar-2026,MANDI_053,Wheat,HD-2967,95.7,quintal,37.0,95.7,2026-03-13
ARR0004105,02-22-2026,MANDI_040,Cotton,PBW-343,408.55,quintal,,408.55,2026-02-22
ARR0006689,20/01/2026,MANDI_057,Sugarcane,PBW-343,"33,436.0 KG",,89.0,0.33,2026-01-20
ARR0021847,06-28-2026,MANDI_039,Wheat,PBW-343,21.038999999999998,Tonnes,86.0,21.038999999999998,2026-06-28
ARR0008083,20.07.2026,MANDI_004,Mustard,HD-2967,406.13 qtl,,49.0,406.13,2026-07-20
ARR0013934,15.01.2026,MANDI_018,Sugarcane,Hybrid,"42,558.0 KG",,72.0,0.42,2026-01-15
ARR0022815,04-07-2026,MANDI_041,Sugarcane,PBW-343,29510.000000000004,KG,104.0,29510.000000000004,2026-04-07
ARR0024224,08-27-2026,MANDI_057,Wheat,Premium,53.47,qtl,33.0,53.47,2026-08-27
,05-24-2026,MANDI_005,Rice,PBW-343,77.64,quintal,117.0,77.64,2026-05-24
ARR0017555,20-Aug-2026,MANDI_035,Mustard,Pusa-1121,47.81 qtl,,,47.81,2026-08-20
ARR0021242,08-21-2026,MANDI_026,Cotton,Pusa-1121,30.4,Tonnes,96.0,30.4,2026-08-21
ARR0019378,13/05/2026,MANDI_038,Wheat,HD-2967,144.44,quintal,,144.44,2026-05-13
ARR0003442,2026-06-14,MANDI_027,Mustard,,255.68 qtl,,,255.68,2026-06-14
ARR0020218,2026-06-22,MANDI_024,Cotton,PBW-343,304.17 qtl,,29.0,304.17,2026-06-22
ARR0006482,2026/02/09,MANDI_026,Cotton,Hybrid,39052.0,KG,78.0,39052.0,2026-02-09
ARR0002541,2026-01-12,MANDI_040,Sugarcane,HD-2967,150.82 qtl,,41.0,150.82,2026-01-12
ARR0023722,2026-07-01,MANDI_044,Wheat,Premium,35985.0,Kgs,43.0,35985.0,2026-07-01
ARR0021995,18/07/2026,MANDI_017,Rice,Local,1.283,T,149.0,1.283,2026-07-18
ARR0015338,06-28-2026,MANDI_048,Rice,Hybrid,30061.0,Kilo,87.0,30061.0,2026-06-28
ARR0018522,2026/06/28,MANDI_007,Wheat,Premium,19.715,MT,,19.715,2026-06-28
ARR0000777,27/02/2026,MANDI_039,Maize,Local,464.35,Qtl,,464.35,2026-02-27
ARR0024777,04-Apr-2026,MANDI_045,Maize,Hybrid,456.5,quintal,,456.5,2026-04-04
ARR0020679,03/08/2026,MANDI_012,Wheat,Local,124.08,Qtl,117.0,124.08,2026-03-08
ARR0009949,01-29-2026,MANDI_009,Maize,Pusa-1121,404.58,qtl,136.0,404.58,2026-01-29
ARR0009596,06-03-2026,MANDI_048,Maize,Hybrid,47148.0,KG,15.0,47148.0,2026-06-03
ARR0009740,22.02.2026,MANDI_055,Maize,Local,495.35,quintal,144.0,495.35,2026-02-22
,01/02/2026,MANDI_049,Sugarcane,Pusa-1121,262.28 qtl,,89.0,262.28,2026-01-02
ARR0008740,2026-04-02,MANDI_029,Wheat,,332.01,qtl,115.0,332.01,2026-04-02
ARR0011122,30/01/2026,MANDI_052,Wheat,PBW-343,5395.0,Kgs,,5395.0,2026-01-30
ARR0020326,01/08/2026,MANDI_015,Rice,PBW-343,"18,936.0 KG",,144.0,0.18,2026-01-08
ARR0022126,26/04/2026,MANDI_028,Cotton,HD-2967,-126.0,Qtl,137.0,126.0,2026-04-26
ARR0000031,2026/02/19,MANDI_041,Wheat,PBW-343,48.739999999999995,tonnes,127.0,48.739999999999995,2026-02-19
ARR0022603,05-20-2026,MANDI_045,Wheat,Hybrid,"9,292.0 KG",,93.0,0.09,2026-05-20
ARR0021916,2026/05/20,MANDI_024,Cotton,Pusa-1121,411.73,qtl,31.0,411.73,2026-05-20
ARR0009813,2026-08-25,MANDI_025,Cotton,PBW-343,16.78,quintal,30.0,16.78,2026-08-25
,2026-08-20,MANDI_036,Sugarcane,Local,26704.000000000004,Kgs,145.0,26704.000000000004,2026-08-20
ARR0020677,2026/01/16,MANDI_038,Cotton,,35428.0,kg,140.0,35428.0,2026-01-16
ARR0002175,01.05.2026,MANDI_029,Sugarcane,PBW-343,483.92,qtl,17.0,483.92,2026-01-05
ARR0017162,13-May-2026,MANDI_034,Maize,HD-2967,45470.0,Kilo,52.0,45470.0,2026-05-13
ARR0019045,01.04.2026,MANDI_026,Sugarcane,,13397.0,Kilo,39.0,13397.0,2026-01-04
ARR0013333,18.06.2026,MANDI_038,Wheat,Hybrid,6220.0,kg,30.0,6220.0,2026-06-18
ARR0000548,2026-01-13,MANDI_032,Sugarcane,Pusa-1121,333.11 qtl,,33.0,333.11,2026-01-13
ARR0004187,05-Jan-2026,MANDI_020,Maize,HD-2967,12809.0,KG,37.0,12809.0,2026-01-05
ARR0000946,2026/08/23,MANDI_054,Wheat,,475.64,quintal,17.0,475.64,2026-08-23
ARR0020737,20/08/2026,MANDI_005,Wheat,,49973.0,Kilo,32.0,49973.0,2026-08-20
ARR0023065,05-19-2026,MANDI_028,Cotton,HD-2967,266.06 qtl,,90.0,266.06,2026-05-19
ARR0014323,2026/04/21,MANDI_035,Sugarcane,Local,-400.19,KG,146.0,400.19,2026-04-21
ARR0021781,17/07/2026,MANDI_049,Cotton,Local,30.22,tonnes,72.0,30.22,2026-07-17
ARR0022863,02-Aug-2026,MANDI_036,Rice,Premium,20.255000000000003,MT,135.0,20.255000000000003,2026-08-02
ARR0001681,02.02.2026,MANDI_012,Maize,Hybrid,"32,114.999999999996 KG",,31.0,0.32,2026-02-02
ARR0014571,2026/01/29,MANDI_032,Sugarcane,Hybrid,186.42,Quintals,92.0,186.42,2026-01-29
ARR0002975,2026-02-11,MANDI_023,Wheat,,37273.0,kg,131.0,37273.0,2026-02-11
ARR0020371,2026-02-06,MANDI_035,Wheat,HD-2967,83.84,quintal,125.0,83.84,2026-02-06
ARR0006021,12-Feb-2026,MANDI_039,Wheat,HD-2967,40665.0,Kilo,40.0,40665.0,2026-02-12
ARR0019330,23/04/2026,MANDI_009,Maize,Pusa-1121,46.32,Qtl,63.0,46.32,2026-04-23
ARR0020458,08-10-2026,MANDI_015,Wheat,,317.76,Q,12.0,317.76,2026-08-10
ARR0018373,16-Jul-2026,MANDI_015,Maize,HD-2967,237.88 qtl,,21.0,237.88,2026-07-16
ARR0003487,05-25-2026,MANDI_003,Mustard,PBW-343,42971.0,KGS,44.0,42971.0,2026-05-25
ARR0000104,04/04/2026,MANDI_050,Mustard,Premium,317.85 qtl,,49.0,317.85,2026-04-04
ARR0013820,06-03-2026,MANDI_021,Maize,PBW-343,171.15,Quintals,112.0,171.15,2026-06-03
ARR0004958,19.04.2026,MANDI_036,Wheat,,"23,029.0 KG",,38.0,0.23,2026-04-19
ARR0013730,31-Aug-2026,MANDI_053,Sugarcane,Local,"6,356.0 KG",,,0.06,2026-08-31
ARR0001558,10/05/2026,MANDI_020,Wheat,Hybrid,11.68,Tonnes,52.0,11.68,2026-10-05
ARR0021139,07-04-2026,MANDI_031,Sugarcane,Pusa-1121,303.14,quintal,135.0,303.14,2026-07-04
ARR0008855,2026/08/11,MANDI_014,Wheat,Premium,"40,160.0 KG",,,0.4,2026-08-11
ARR0003593,14-Jun-2026,MANDI_015,Cotton,Premium,456.68,Qtl,73.0,456.68,2026-06-14
ARR0022355,07-10-2026,MANDI_021,Sugarcane,HD-2967,11876.0,Kilo,120.0,11876.0,2026-07-10
ARR0001792,02-20-2026,MANDI_041,Wheat,,47.863,MT,80.0,47.863,2026-02-20
ARR0007913,2026/02/20,MANDI_026,Sugarcane,Premium,270.48,Quintals,43.0,270.48,2026-02-20
ARR0001720,2026-05-13,MANDI_046,Sugarcane,Premium,29.79,Tonnes,9.0,29.79,2026-05-13
ARR0009738,14.01.2026,MANDI_050,Wheat,Local,442.47,quintal,35.0,442.47,2026-01-14
ARR0012833,02-28-2026,MANDI_008,Cotton,HD-2967,43412.0,KGS,101.0,43412.0,2026-02-28
ARR0019947,2026/04/25,MANDI_013,Rice,PBW-343,"10,766.0 KG",,90.0,0.1,2026-04-25
ARR0009238,2026-03-07,MANDI_004,Rice,PBW-343,39.882999999999996,Tonnes,84.0,39.882999999999996,2026-03-07
ARR0021681,08/09/2026,MANDI_034,Maize,HD-2967,"28,849.0 KG",,20.0,0.28,2026-08-09
ARR0017630,2026/05/01,MANDI_008,Mustard,,294.37,qtl,53.0,294.37,2026-05-01
ARR0004581,2026/02/08,MANDI_036,Sugarcane,Pusa-1121,398.95 qtl,,18.0,398.95,2026-02-08
ARR0023558,02-12-2026,MANDI_009,Wheat,HD-2967,25.67,Q,115.0,25.67,2026-02-12
ARR0019769,14.02.2026,MANDI_028,Wheat,PBW-343,14010.0,kg,110.0,14010.0,2026-02-14
ARR0014883,2026/03/02,MANDI_047,Wheat,PBW-343,46012.0,KGS,,46012.0,2026-03-02
ARR0011033,2026-09-08,MANDI_036,Maize,Pusa-1121,-285.98,Qtl,,285.98,2026-09-08
ARR0022840,2026-09-05,MANDI_027,Maize,Hybrid,428.46,Q,56.0,428.46,2026-09-05
ARR0022219,15-Jun-2026,MANDI_033,Sugarcane,Hybrid,100.74,Quintals,20.0,100.74,2026-06-15
ARR0002885,2026-07-25,MANDI_021,Maize,,31.776,Tonnes,21.0,31.776,2026-07-25
ARR0023693,2026/06/20,MANDI_054,Maize,,4.4479999999999995,MT,25.0,4.4479999999999995,2026-06-20
ARR0024308,19.01.2026,MANDI_051,Maize,Hybrid,12053.0,Kilo,,12053.0,2026-01-19
ARR0000665,04-May-2026,MANDI_045,Cotton,,488.72,Qtl,,488.72,2026-05-04
ARR0012452,07.07.2026,MANDI_011,Mustard,PBW-343,30248.0,Kgs,148.0,30248.0,2026-07-07
ARR0021168,16/08/2026,MANDI_041,Wheat,Pusa-1121,2.4050000000000002,Tonnes,95.0,2.4050000000000002,2026-08-16
ARR0003807,08-01-2026,MANDI_014,Cotton,Premium,38.192,tonnes,,38.192,2026-08-01
ARR0016812,01-16-2026,MANDI_003,Wheat,PBW-343,"39,617.0 KG",,139.0,0.39,2026-01-16
ARR0011903,07-08-2026,MANDI_021,Sugarcane,PBW-343,8701.0,KGS,125.0,8701.0,2026-07-08
ARR0006134,02-16-2026,MANDI_038,Maize,PBW-343,37.5,Q,68.0,37.5,2026-02-16
ARR0009872,2026/08/07,MANDI_020,Cotton,Hybrid,189.9,Qtl,71.0,189.9,2026-08-07
ARR0004204,03-20-2026,MANDI_057,Maize,PBW-343,46124.0,kg,130.0,46124.0,2026-03-20
ARR0015545,07-Sep-2026,MANDI_035,Rice,Premium,472.86 qtl,,138.0,472.86,2026-09-07
ARR0023956,08/09/2026,MANDI_031,Mustard,Local,"15,666.0 KG",,27.0,0.15,2026-08-09
ARR0016824,25.08.2026,MANDI_020,Sugarcane,Local,282.17,Quintals,44.0,282.17,2026-08-25
ARR0021911,2026/07/07,MANDI_052,Mustard,,"10,738.0 KG",,62.0,0.1,2026-07-07
ARR0002209,11-Apr-2026,MANDI_022,Cotton,Local,488.63 qtl,,,488.63,2026-04-11
ARR0000564,12-Jul-2026,MANDI_039,Wheat,Pusa-1121,126.66,Quintals,113.0,126.66,2026-07-12
ARR0005291,08-31-2026,MANDI_033,Wheat,HD-2967,182.05 qtl,,148.0,182.05,2026-08-31
ARR0022783,09-04-2026,MANDI_047,Cotton,Hybrid,211.72 qtl,,131.0,211.72,2026-09-04
ARR0008779,08-18-2026,MANDI_055,Rice,HD-2967,217.34,Qtl,95.0,217.34,2026-08-18
ARR0015843,2026/06/12,MANDI_004,Rice,Premium,23182.0,Kgs,89.0,23182.0,2026-06-12
ARR0017985,08-28-2026,MANDI_029,Mustard,Hybrid,39.685,tonnes,135.0,39.685,2026-08-28
ARR0021770,02-19-2026,MANDI_026,Wheat,HD-2967,28.525,MT,70.0,28.525,2026-02-19
ARR0001874,02-15-2026,MANDI_011,Rice,HD-2967,23529.0,KGS,58.0,23529.0,2026-02-15
ARR0009198,13-Mar-2026,MANDI_047,Rice,HD-2967,174.36,quintal,63.0,174.36,2026-03-13
ARR0021705,13-May-2026,MANDI_012,Cotton,PBW-343,"14,443.0 KG",,143.0,0.14,2026-05-13
ARR0010419,19/07/2026,MANDI_035,Maize,HD-2967,42462.0,kg,21.0,42462.0,2026-07-19
ARR0022990,29/05/2026,MANDI_038,Maize,Pusa-1121,5272.0,KGS,137.0,5272.0,2026-05-29
ARR0007446,21.03.2026,MANDI_030,Maize,,168.1,Qtl,52.0,168.1,2026-03-21
ARR0009027,2026-07-18,MANDI_049,Maize,Local,-132.26,Qtl,62.0,132.26,2026-07-18
ARR0008301,2026-06-27,MANDI_003,Wheat,Premium,27248.0,Kilo,131.0,27248.0,2026-06-27
ARR0021510,2026-03-01,MANDI_056,Rice,Hybrid,-421.88,KG,87.0,421.88,2026-03-01
,06/05/2026,MANDI_010,Rice,Pusa-1121,16.171,Tonnes,92.0,16.171,2026-06-05
ARR0023920,21/01/2026,MANDI_030,Wheat,PBW-343,15881.0,Kgs,54.0,15881.0,2026-01-21
ARR0024804,2026-07-23,MANDI_039,Maize,PBW-343,22490.0,KG,148.0,22490.0,2026-07-23
ARR0000327,2026-04-06,MANDI_021,Rice,HD-2967,35.898,T,83.0,35.898,2026-04-06
ARR0008452,08-25-2026,MANDI_041,Sugarcane,,34717.0,Kilo,116.0,34717.0,2026-08-25
ARR0016275,15/02/2026,MANDI_020,Sugarcane,Hybrid,46285.0,Kilo,126.0,46285.0,2026-02-15
ARR0000350,22-Apr-2026,MANDI_004,Wheat,Local,39414.0,kg,27.0,39414.0,2026-04-22
ARR0001688,2026/06/01,MANDI_016,Maize,PBW-343,351.01 qtl,,40.0,351.01,2026-06-01
ARR0016791,2026-04-11,MANDI_014,Maize,Hybrid,413.16 qtl,,32.0,413.16,2026-04-11
ARR0009930,25/05/2026,MANDI_037,Mustard,Local,32.999,Tonnes,,32.999,2026-05-25
ARR0022533,10-Jun-2026,MANDI_012,Rice,Premium,47.314,T,70.0,47.314,2026-06-10
ARR0010230,01-Jan-2026,MANDI_016,Mustard,Pusa-1121,20.094,MT,11.0,20.094,2026-01-01
ARR0022185,16/07/2026,MANDI_020,Sugarcane,PBW-343,35517.0,kg,34.0,35517.0,2026-07-16
ARR0000689,2026-04-25,MANDI_049,Sugarcane,Pusa-1121,373.31,Qtl,,373.31,2026-04-25
ARR0014884,12.01.2026,MANDI_055,Wheat,PBW-343,39.886,T,,39.886,2026-12-01
ARR0006467,11/05/2026,MANDI_044,Mustard,Local,32095.999999999996,Kgs,60.0,32095.999999999996,2026-11-05
ARR0008547,17-Mar-2026,MANDI_040,Rice,HD-2967,"8,047.0 KG",,111.0,0.08,2026-03-17
ARR0023075,2026/05/20,MANDI_008,Cotton,Local,348.22 qtl,,127.0,348.22,2026-05-20
ARR0017120,2026/04/03,MANDI_014,Maize,,9583.0,Kilo,69.0,9583.0,2026-04-03
ARR0024185,05-Apr-2026,MANDI_051,Sugarcane,HD-2967,35.616,Tonnes,143.0,35.616,2026-04-05
ARR0022114,22/06/2026,MANDI_004,Cotton,Premium,370.54,qtl,52.0,370.54,2026-06-22
ARR0016382,03-Apr-2026,MANDI_022,Sugarcane,Premium,25191.0,KGS,98.0,25191.0,2026-04-03
ARR0012806,21-May-2026,MANDI_017,Maize,PBW-343,27.147000000000002,tonnes,,27.147000000000002,2026-05-21
ARR0015214,2026-07-10,MANDI_048,Mustard,Hybrid,42424.0,KG,133.0,42424.0,2026-07-10
ARR0004405,13/08/2026,MANDI_037,Maize,Local,33.39 qtl,,69.0,33.39,2026-08-13
ARR0012148,26-May-2026,MANDI_042,Cotton,Hybrid,324.53,Qtl,,324.53,2026-05-26
ARR0007828,2026-03-01,MANDI_022,Wheat,HD-2967,38.448,tonnes,,38.448,2026-03-01
ARR0011075,2026/06/29,MANDI_015,Cotton,Premium,74.03 qtl,,12.0,74.03,2026-06-29
ARR0022089,05-07-2026,MANDI_018,Wheat,PBW-343,298.36,Quintals,,298.36,2026-05-07
ARR0002767,2026-09-04,MANDI_017,Cotton,PBW-343,29995.0,Kgs,,29995.0,2026-09-04
ARR0013176,2026-07-19,MANDI_032,Cotton,,12734.0,Kgs,,12734.0,2026-07-19
ARR0020490,05-21-2026,MANDI_008,Cotton,Local,329.49,Q,112.0,329.49,2026-05-21
ARR0001528,14-Apr-2026,MANDI_032,Rice,Pusa-1121,"7,905.0 KG",,73.0,0.07,2026-04-14
