record_id,date,mandi_id,district,crop_name,min_price,max_price,modal_price,msp,clean_date
PR007106,2026-08-29,MANDI_041,,Wheat,,,0.2432,2275.0,2026-08-29
PR001469,20.01.2026,MANDI_005,Moga,Maize,0.1944,2087.0,,2090.0,2026-01-20
PR009226,03-11-2026,MANDI_030,Kurukshetra,Sugarcane,3439.8,0.3894,,3500.0,2026-03-11
PR000054,28-Mar-2026,MANDI_003,,Maize,2173.332055392891,0.2515,,2090.0,2026-03-28
PR011445,08-07-2026,MANDI_023,Patiala,Sugarcane,,,0.3708,3500.0,2026-08-07
PR005056,04-26-2026,MANDI_009,Ambala,Maize,0.2055,2316.67,,2090.0,2026-04-26
PR008504,03/05/2026,MANDI_042,Amritsar,Sugarcane,3660.654491994393,3989.0,3824.98,3500.0,2026-03-05
PR010585,02/02/2026,,,Rice,2025.81,2469.0,2247.42,,2026-02-02
PR006000,19/08/2026,,Ferozepur,Sugarcane,3130.74,,3376.0,,2026-08-19
PR007693,08-25-2026,MANDI_052,Patiala,Rice,,0.2406,2238.0887554351743,2183.0,2026-08-25
PR010668,27.08.2026,MANDI_015,Fatehabad,Cotton,6597.0,0.7402,6999.46,0.662,2026-08-27
PR007267,23-Jul-2026,MANDI_025,Ferozepur,Mustard,5533.25,6571.0,6052.33,0.565,2026-07-23
PR009902,02-May-2026,MANDI_025,Jalandhar,Mustard,5744.31,,6098.0,5650.0,2026-05-02
PR000552,17.07.2026,MANDI_026,Ambala,Sugarcane,3513.37,3900.29,0.3707,,2026-07-17
PR000561,20/04/2026,MANDI_037,Amritsar,Maize,0.2133,2600.3131986892463,2366.4414553984934,,2026-04-20
PR003344,2026-06-26,MANDI_032,Hisar,Wheat,1934.11,2240.0,2086.9029015538927,,2026-06-26
PR001155,2026/08/11,MANDI_046,Amritsar,Cotton,0.6683,7207.9,0.6945,6620.0,2026-08-11
PR004080,09.05.2026,MANDI_045,Amritsar,Sugarcane,3357.42,3550.83,3454.0,,2026-09-05
PR011015,2026-06-09,MANDI_044,Fatehabad,Rice,2136.29,2408.24,2272.27,2183.0,2026-06-09
PR001253,08-14-2026,MANDI_055,Hisar,Wheat,2299.15,0.2777,2538.19,2275.0,2026-08-14
PR000309,2026/03/12,MANDI_035,,Sugarcane,,,,,2026-03-12
PR007080,08-Jun-2026,MANDI_011,Sirsa,Maize,1929.0401196195232,0.2238,,2090.0,2026-06-08
PR008004,18.08.2026,MANDI_013,Bathinda,Cotton,6092.05,7186.58,0.6639,6620.0,2026-08-18
PR000418,16.06.2026,MANDI_023,Karnal,Mustard,4933.28,5948.61,5440.94,,2026-06-16
PR001692,08.02.2026,,Hisar,Cotton,,7321.79,6630.0,,2026-08-02
PR004013,2026-07-22,MANDI_047,Hisar,Mustard,5916.839033945004,7365.88,6641.36,,2026-07-22
PR007887,11.04.2026,MANDI_048,Sirsa,Wheat,1952.88,0.2075,2013.708986476543,2275.0,2026-11-04
PR010799,2026/07/20,MANDI_020,Hisar,Sugarcane,3147.4812052286843,3584.78,3366.0,,2026-07-20
PR003704,2026-05-28,MANDI_021,Ambala,Wheat,0.2092,2321.04,0.2207,0.2275,2026-05-28
PR010298,2026-04-09,MANDI_014,Fatehabad,Wheat,1937.17,,2064.8,,2026-04-09
PR002951,06.04.2026,MANDI_015,Ludhiana,Mustard,,6655.0,6014.93,5650.0,2026-06-04
PR011517,01-21-2026,MANDI_039,Ambala,Rice,,,2028.37,2183.0,2026-01-21
PR007812,08-01-2026,MANDI_050,Fatehabad,Maize,1942.87,2328.49,2135.68164199338,2090.0,2026-08-01
PR010872,31.07.2026,MANDI_018,Karnal,Rice,2154.275574888522,2664.4715848558926,2409.37,2183.0,2026-07-31
PR009447,2026/06/09,MANDI_053,Karnal,Wheat,,2466.07,2239.53,2275.0,2026-06-09
PR004937,09/02/2026,MANDI_007,Ludhiana,Maize,1913.0,2310.46,0.2112,2090.0,2026-09-02
PR000127,2026-06-03,MANDI_010,Amritsar,Wheat,,,2399.0,,2026-06-03
PR011316,07-03-2026,MANDI_027,Ambala,Rice,2152.94,2637.7,2395.32,2183.0,2026-07-03
PR000825,19.04.2026,MANDI_006,,Maize,1866.77,2196.0,2031.49,2090.0,2026-04-19
PR004141,03-24-2026,MANDI_018,,Rice,0.2226,0.2708,2467.0438953450166,,2026-03-24
PR000721,03/07/2026,MANDI_031,Hisar,Maize,2155.0,2510.89,2333.08,2090.0,2026-03-07
PR001589,04-13-2026,MANDI_030,,Wheat,,2616.5110625851376,2493.5,2275.0,2026-04-13
PR005459,2026-06-15,MANDI_044,Jalandhar,Wheat,2078.74,2457.09,0.2268,2275.0,2026-06-15
PR007978,13-Apr-2026,MANDI_056,Ludhiana,Sugarcane,3526.0,3878.44,3702.04,3500.0,2026-04-13
PR003301,19-Jul-2026,,Fatehabad,Wheat,,2198.7597689444133,,,2026-07-19
PR003784,2026/04/04,MANDI_003,Bathinda,Wheat,2341.89,,2453.74,,2026-04-04
PR004033,16-Apr-2026,,Moga,Maize,1993.68,2262.0,,,2026-04-16
PR007552,02/01/2026,,Ludhiana,Cotton,6324.43,7351.712927623871,0.6838,6620.0,2026-02-01
PR005165,2026/07/06,MANDI_026,,Maize,2095.0,2259.31,0.2177,2090.0,2026-07-06
PR008112,05/07/2026,MANDI_041,Ludhiana,Wheat,2173.21,2630.79,2402.0,2275.0,2026-05-07
PR008264,2026/01/16,MANDI_019,Karnal,Maize,1793.0,,,2090.0,2026-01-16
PR004883,24.08.2026,MANDI_033,Ludhiana,Cotton,,7124.099841470893,6635.24,6620.0,2026-08-24
PR002378,2026-08-26,MANDI_030,,Sugarcane,2979.73,0.3558,3269.058630797932,,2026-08-26
PR001114,27.03.2026,MANDI_052,Bathinda,Wheat,,2762.139831599252,2508.0,2275.0,2026-03-27
PR001883,2026-07-13,,Moga,Maize,1898.777872039765,,2036.4,2090.0,2026-07-13
PR004000,23/02/2026,,Kurukshetra,Sugarcane,,,3863.18,,2026-02-23
PR011613,29.04.2026,MANDI_036,Ferozepur,Cotton,6398.36,6962.0,6680.05,6620.0,2026-04-29
PR004694,04/09/2026,MANDI_032,Ludhiana,Sugarcane,3510.22,4177.0,3843.7597521951566,,2026-04-09
PR005217,22/03/2026,MANDI_036,Patiala,Rice,2233.5,2479.1,2356.3,2183.0,2026-03-22
PR011473,24/08/2026,MANDI_021,Ludhiana,Wheat,2193.958342751183,0.2737,2465.32,2275.0,2026-08-24
PR004580,07/08/2026,MANDI_005,Moga,Cotton,5746.65,6970.2,6358.43,6620.0,2026-07-08
PR001254,2026/08/13,MANDI_034,Jalandhar,Rice,2027.8920589089873,0.243,2228.83,2183.0,2026-08-13
PR010362,07-28-2026,MANDI_014,Bathinda,Sugarcane,3061.05,3780.85,0.3421,3500.0,2026-07-28
PR006944,28.04.2026,,Kurukshetra,Maize,1973.57,,0.2145,2090.0,2026-04-28
PR002137,15/02/2026,MANDI_003,Patiala,Rice,1985.6,0.2186,2085.574883590212,,2026-02-15
PR007395,2026/07/22,MANDI_021,Ambala,Maize,2169.0,0.2444,2306.0,2090.0,2026-07-22
PR007995,02-Feb-2026,MANDI_039,Sirsa,Sugarcane,3340.0,3549.27,3444.63,,2026-02-02
PR006730,05-10-2026,MANDI_021,Bathinda,Maize,,2575.2569656548685,2353.0,,2026-05-10
PR003492,2026/08/29,MANDI_033,Ludhiana,Cotton,5733.929589020514,7113.696537753963,0.6424,6620.0,2026-08-29
PR008980,2026/03/01,MANDI_039,Kurukshetra,Cotton,0.6894,8260.1,,6620.0,2026-03-01
PR008642,05-07-2026,,,Wheat,2182.87,2622.68,2402.78,,2026-05-07
PR004275,14/05/2026,MANDI_002,Moga,Wheat,1979.87,2439.56,0.221,,2026-05-14
PR004202,2026/05/11,,Jalandhar,Maize,1802.0,2071.03,1936.46,,2026-05-11
PR007147,06-10-2026,MANDI_010,,Wheat,0.2338,0.2783,2561.0,2275.0,2026-06-10
PR009875,2026-07-21,MANDI_003,Bathinda,Wheat,,2420.5,2210.64,0.2275,2026-07-21
PR000620,17-Aug-2026,MANDI_053,Karnal,Maize,2014.0,2463.8801323899356,2238.77,2090.0,2026-08-17
PR004068,27/01/2026,MANDI_052,Sirsa,Rice,2242.64,2362.35,2302.4926528794313,2183.0,2026-01-27
PR009243,2026-04-26,MANDI_047,Ambala,Wheat,2234.45,2350.1,2292.28,,2026-04-26
PR004516,29/08/2026,MANDI_011,Jalandhar,Maize,1865.0,,1971.73,2090.0,2026-08-29
PR005493,2026-02-05,MANDI_003,Ferozepur,Rice,2268.57,2757.02,0.2513,0.2183,2026-02-05
PR003695,2026-02-13,MANDI_001,,Rice,2168.58,2600.0,2384.39,2183.0,2026-02-13
PR007835,2026-07-09,MANDI_050,Bathinda,Rice,2026.0,2450.0659310686974,0.2238,2183.0,2026-07-09
PR004960,05-23-2026,,Hisar,Sugarcane,,4054.0,3657.0,3500.0,2026-05-23
PR003674,06/07/2026,MANDI_007,Ludhiana,Maize,2082.2,2255.27,,2090.0,2026-06-07
PR008459,2026-03-13,MANDI_013,Amritsar,Mustard,5603.0,,6273.1,5650.0,2026-03-13
PR011113,2026/01/31,MANDI_009,Kurukshetra,Cotton,6597.73,7140.97,6869.0,,2026-01-31
PR007409,17.05.2026,MANDI_055,,Cotton,0.6124,7060.0,6592.0,6620.0,2026-05-17
PR002522,04-26-2026,MANDI_039,Bathinda,Maize,2073.110660850932,,0.2144,2090.0,2026-04-26
PR007850,2026-08-04,MANDI_018,Amritsar,Rice,0.1969,0.2243,2106.0,2183.0,2026-08-04
PR009759,04-05-2026,MANDI_026,,Cotton,0.6536,7505.91,7020.93,,2026-04-05
PR005688,16-Jan-2026,MANDI_025,,Wheat,0.2122,2299.0,,2275.0,2026-01-16
PR007256,14/06/2026,MANDI_026,Amritsar,Wheat,2083.567279859126,2310.0,2197.03,2275.0,2026-06-14
PR004249,21-Jan-2026,MANDI_039,Hisar,Sugarcane,0.3643,3927.7,3785.0,3500.0,2026-01-21
PR011854,2026-02-22,MANDI_007,Ludhiana,Wheat,2191.0,2395.27,2292.95,2275.0,2026-02-22
PR010172,22/04/2026,MANDI_055,Kurukshetra,Maize,2154.0,2422.594776733022,,2090.0,2026-04-22
PR011080,03-Mar-2026,MANDI_010,Bathinda,Mustard,5608.0,6593.258625028753,6100.47,5650.0,2026-03-03
PR005169,2026-02-01,MANDI_001,Amritsar,Maize,2046.76,0.2539,2293.0,2090.0,2026-02-01
PR011324,24/07/2026,MANDI_010,Sirsa,Wheat,0.1935,2058.92,1997.0,,2026-07-24
PR009428,09-Mar-2026,MANDI_025,Sirsa,Cotton,5982.16,7110.73,6546.44,6620.0,2026-03-09
PR010963,29.07.2026,MANDI_007,Kurukshetra,Cotton,6893.13,7345.59,,,2026-07-29
PR006296,17.06.2026,MANDI_025,Moga,Wheat,2012.49,2270.69,,,2026-06-17
PR002318,30.08.2026,MANDI_009,Kurukshetra,Cotton,6841.46,8209.48,7525.0,6620.0,2026-08-30
PR006691,2026-01-05,,Kurukshetra,Maize,,,2042.0,,2026-01-05
PR000583,15.08.2026,MANDI_031,Moga,Wheat,0.2054,2405.85,2229.81,,2026-08-15
PR010629,2026/02/03,MANDI_013,Fatehabad,Rice,,2772.65,2529.1287412727083,,2026-02-03
PR002083,2026-02-19,MANDI_030,Hisar,Rice,,2298.51,,2183.0,2026-02-19
PR011929,03/01/2026,MANDI_027,Sirsa,Cotton,5915.36,7294.0,6604.563591265893,6620.0,2026-03-01
PR000044,2026-06-24,MANDI_051,Fatehabad,Cotton,6143.37,6490.760551210566,6317.0,0.662,2026-06-24
PR002745,2026/05/28,,Sirsa,Maize,2095.99,0.2342,2219.0,2090.0,2026-05-28
PR006240,04.08.2026,MANDI_051,Karnal,Cotton,6615.0,0.7238,,6620.0,2026-04-08
PR007990,2026/01/03,,Ambala,Cotton,,6220.780918942803,6069.84,,2026-01-03
PR000848,2026-02-05,MANDI_030,,Cotton,,0.7791,7085.54,6620.0,2026-02-05
PR011730,11/02/2026,MANDI_053,Amritsar,Sugarcane,,4027.7,,,2026-11-02
PR004471,03-13-2026,MANDI_033,Karnal,Rice,,,0.2352,2183.0,2026-03-13
PR002046,11.01.2026,MANDI_016,Amritsar,Wheat,2064.48,2502.0,2283.23,0.2275,2026-11-01
PR001609,24-Jan-2026,MANDI_034,Jalandhar,Maize,2140.22,2630.66,2385.0,2090.0,2026-01-24
PR004034,10-Jun-2026,MANDI_051,Fatehabad,Maize,2056.42,2206.73,2131.57,,2026-06-10
PR009546,2026/06/18,MANDI_031,Sirsa,Sugarcane,3443.55,3628.46,0.3536,3500.0,2026-06-18
PR004604,24/06/2026,MANDI_054,Ferozepur,Sugarcane,3365.0,4155.0,3760.31,3500.0,2026-06-24
PR011039,02-08-2026,,Sirsa,Wheat,,2615.412866109932,2447.0,2275.0,2026-02-08
PR000236,26-Jul-2026,MANDI_057,,Rice,2066.0,0.2527,2296.4863034749033,0.2183,2026-07-26
PR007051,14.06.2026,MANDI_030,Bathinda,Sugarcane,0.336,3780.81,,3500.0,2026-06-14
PR006506,2026/06/12,MANDI_004,Ferozepur,Sugarcane,0.3004,3340.64,3172.14,3500.0,2026-06-12
PR002140,2026/03/15,MANDI_026,Fatehabad,Mustard,5027.22,6036.0,0.5532,5650.0,2026-03-15
PR004853,2026-01-26,MANDI_031,Ludhiana,Mustard,4805.067744542594,0.5315,0.506,5650.0,2026-01-26
PR006680,06-03-2026,MANDI_028,Ferozepur,Mustard,5549.72,6032.134230796534,5790.93,,2026-06-03
PR003652,30/04/2026,MANDI_020,Patiala,Cotton,6684.37,7972.45,7328.41,6620.0,2026-04-30
PR002224,02-19-2026,MANDI_002,Jalandhar,Mustard,5201.48,5634.07,5417.78,5650.0,2026-02-19
PR002005,04-28-2026,MANDI_020,Sirsa,Maize,2061.0,,0.2253,0.209,2026-04-28
PR000226,31/03/2026,MANDI_003,Moga,Wheat,1984.3,2170.85,2077.57,,2026-03-31
PR004590,2026/04/30,MANDI_028,,Sugarcane,3186.6,3757.0,,3500.0,2026-04-30
PR009577,25-Jul-2026,MANDI_021,Moga,Cotton,6927.4445293759545,8311.22,0.7619,0.662,2026-07-25
PR001608,01-Mar-2026,MANDI_024,Jalandhar,Sugarcane,3616.36,4261.13,3939.0,3500.0,2026-03-01
PR002489,03.08.2026,MANDI_023,Moga,Sugarcane,0.3273,3909.21,0.3591,3500.0,2026-03-08
PR000504,18-Mar-2026,MANDI_014,Amritsar,Maize,1957.84,2423.8871228164,0.2191,,2026-03-18
PR001890,2026/07/02,MANDI_028,Ludhiana,Wheat,2036.64,,2091.41,2275.0,2026-07-02
PR002980,2026-07-29,,Jalandhar,Mustard,5424.163683455497,6609.0,6016.6169968719205,,2026-07-29
PR009252,2026-04-30,MANDI_029,Fatehabad,Maize,1934.0,2247.83,2091.1,2090.0,2026-04-30
PR009242,05/09/2026,MANDI_045,Bathinda,Cotton,0.6878,8405.93,7642.12,6620.0,2026-05-09
PR001308,2026/05/03,MANDI_029,Kurukshetra,Wheat,2290.209445851762,2552.0,2421.0,,2026-05-03
PR000637,2026/05/28,MANDI_003,Kurukshetra,Mustard,5920.03,6340.16,6130.093430885296,,2026-05-28
PR004223,12-Mar-2026,MANDI_022,Ludhiana,Maize,,2463.64022759973,0.2275,0.209,2026-03-12
PR010582,2026-09-07,MANDI_056,Karnal,Mustard,,6334.56,5859.0,,2026-09-07
PR005452,11-Aug-2026,MANDI_008,Hisar,Rice,1976.73,,2140.3,2183.0,2026-08-11
PR003549,2026-02-25,MANDI_054,,Cotton,,,6419.0,6620.0,2026-02-25
PR008338,08-Jun-2026,MANDI_055,Ferozepur,Wheat,,0.2421,,,2026-06-08
PR001244,2026/04/22,MANDI_007,Bathinda,Mustard,5398.33,6391.76,0.5895,5650.0,2026-04-22
PR007355,11.03.2026,MANDI_053,Hisar,Cotton,6453.277780320333,7731.09,7092.18,6620.0,2026-11-03
PR002934,2026-05-12,MANDI_048,,Sugarcane,0.3518,0.3857,3687.499733204211,0.35,2026-05-12
PR011501,2026/08/05,MANDI_031,Moga,Cotton,5991.5,7278.12,6634.810684331878,6620.0,2026-08-05
PR005946,09-Aug-2026,MANDI_040,Kurukshetra,Mustard,0.5535,0.6576,6055.12,,2026-08-09
PR005488,05/06/2026,MANDI_028,Bathinda,Wheat,,2529.0,2387.52,,2026-05-06
PR006684,08-02-2026,MANDI_032,Amritsar,Mustard,5355.0,,0.5524,5650.0,2026-08-02
PR007714,2026-02-11,MANDI_053,Ludhiana,Rice,0.2177,2658.38,2417.6895421918025,2183.0,2026-02-11
PR010078,06.09.2026,MANDI_023,Amritsar,Sugarcane,3047.23365686395,3663.0,0.3355,,2026-06-09
PR000673,08-28-2026,MANDI_005,Patiala,Wheat,1982.06,0.2334,2157.89,2275.0,2026-08-28
PR009955,16-Aug-2026,MANDI_031,Ludhiana,Cotton,,8079.09,7321.0,6620.0,2026-08-16
PR003795,18/04/2026,MANDI_002,Sirsa,Maize,1953.27,2361.7995377033108,2157.5346924841106,2090.0,2026-04-18
PR007805,05-03-2026,MANDI_022,,Cotton,6303.52,6874.16,6588.84,,2026-05-03
PR006227,21/03/2026,,Hisar,Rice,0.22,2513.9459120760293,2356.832867383795,2183.0,2026-03-21
PR000344,11/07/2026,MANDI_017,Ludhiana,Cotton,6194.813062094592,0.7485,6840.0,6620.0,2026-11-07
PR008586,11-Jul-2026,MANDI_029,Hisar,Sugarcane,3636.0,4140.44,3888.0,,2026-07-11
PR009008,15-Feb-2026,MANDI_045,Hisar,Mustard,,6290.648995217579,6084.0,0.565,2026-02-15
PR003410,03-Jun-2026,,Ludhiana,Cotton,6130.2791438173745,7297.72,6714.0,6620.0,2026-06-03
PR011646,14/07/2026,MANDI_015,Ludhiana,Cotton,,6873.87,0.6565,,2026-07-14
PR006487,17-Jun-2026,MANDI_026,Ferozepur,Sugarcane,3377.1232999200147,3836.7190071289174,3606.92,3500.0,2026-06-17
PR000123,07.02.2026,MANDI_022,Patiala,Cotton,6474.0,6801.0,6637.26,6620.0,2026-07-02
PR009078,28.04.2026,,Patiala,Cotton,,8028.45,,6620.0,2026-04-28
PR007386,02/07/2026,MANDI_042,Kurukshetra,Sugarcane,2979.66,3501.0,3240.5752921261874,3500.0,2026-02-07
PR002737,02-28-2026,,Patiala,Maize,2077.64,,2331.23,2090.0,2026-02-28
PR003659,16-Jun-2026,MANDI_040,Ludhiana,Mustard,,6656.0,6070.59,5650.0,2026-06-16
PR000803,10-Jan-2026,MANDI_010,Patiala,Maize,0.1865,1960.0,1912.3,2090.0,2026-01-10
PR004680,2026-07-22,MANDI_021,Moga,Cotton,,,7523.9,0.662,2026-07-22
PR003735,10/06/2026,MANDI_027,Patiala,Maize,1950.6,2188.281247813134,2069.44,,2026-10-06
PR008292,25/01/2026,MANDI_043,Karnal,Wheat,,2116.18,2046.0,,2026-01-25
PR007878,15/05/2026,MANDI_003,Patiala,Sugarcane,3134.81,3432.0,3283.3,,2026-05-15
PR000576,01-Jul-2026,MANDI_013,Ambala,Cotton,6876.59,,7121.7,0.662,2026-07-01
PR010363,25/01/2026,MANDI_026,Hisar,Cotton,6107.218936569237,6631.0,0.6369,6620.0,2026-01-25
PR011518,11-Jul-2026,MANDI_027,Kurukshetra,Cotton,6253.43,6808.58,6531.0,6620.0,2026-07-11
PR000546,2026/06/24,MANDI_018,Amritsar,Sugarcane,3025.09,0.3449,,3500.0,2026-06-24
PR001446,11.05.2026,MANDI_018,Bathinda,Wheat,2150.4,,2312.0,2275.0,2026-11-05
PR001880,2026-02-25,MANDI_008,Hisar,Sugarcane,3312.99,3831.93,3572.0,3500.0,2026-02-25
PR006356,01/03/2026,MANDI_022,Karnal,Wheat,0.1965,2250.49,2107.59,2275.0,2026-01-03
PR003498,07-29-2026,MANDI_001,Bathinda,Sugarcane,3350.0,3810.0,3580.0,,2026-07-29
PR010902,12/07/2026,MANDI_018,Karnal,Mustard,5671.0,6965.0,6318.03,5650.0,2026-12-07
PR000858,2026/06/22,MANDI_012,Fatehabad,Cotton,,7118.438473434323,0.6576,6620.0,2026-06-22
PR004759,15.04.2026,MANDI_041,,Cotton,0.6337,7321.04,6829.09,6620.0,2026-04-15
PR010107,08.02.2026,MANDI_010,Karnal,Cotton,6064.0,,6442.0,0.662,2026-08-02
PR003528,16/03/2026,MANDI_026,Kurukshetra,Maize,1895.41,0.2087,,2090.0,2026-03-16
PR011194,16-May-2026,MANDI_035,Moga,Cotton,6079.754234516111,6590.644416206778,6335.2,,2026-05-16
PR000601,04-Jun-2026,MANDI_031,Amritsar,Maize,0.203,0.2375,2202.83,,2026-06-04
PR009194,03-17-2026,MANDI_018,Kurukshetra,Maize,,2227.66,,2090.0,2026-03-17
PR000605,2026-03-13,MANDI_034,Kurukshetra,Mustard,5868.64,0.7255,6561.918788592593,,2026-03-13
PR011755,28/06/2026,MANDI_028,,Maize,0.2173,,,,2026-06-28
PR002249,29/06/2026,MANDI_051,Ferozepur,Sugarcane,,3302.17,3184.6,,2026-06-29
PR001940,07-09-2026,MANDI_004,Amritsar,Sugarcane,3122.0,3458.87,3290.44,3500.0,2026-07-09
PR011760,06-24-2026,MANDI_037,Jalandhar,Wheat,2209.0,0.2493,2351.0,2275.0,2026-06-24
PR011127,21.06.2026,MANDI_020,Patiala,Sugarcane,3347.71,,3736.95,3500.0,2026-06-21
PR009199,2026-02-14,MANDI_047,Patiala,Rice,2138.0,2631.27,2384.52,2183.0,2026-02-14
PR008878,2026-08-30,MANDI_033,Ludhiana,Mustard,5794.0,7060.88,6427.610161822227,5650.0,2026-08-30
PR011077,03-30-2026,MANDI_042,Hisar,Sugarcane,3217.0,0.3478,3347.82,,2026-03-30
PR003962,22/05/2026,MANDI_019,Fatehabad,Wheat,0.2363,2702.82,0.2533,2275.0,2026-05-22
PR008332,03-02-2026,MANDI_052,Bathinda,Sugarcane,,,3829.79,,2026-03-02
PR005307,2026/02/17,MANDI_032,Ambala,Maize,0.1833,2193.5,2013.0,,2026-02-17
PR010816,15-Jul-2026,MANDI_029,Ludhiana,Cotton,6841.73317039897,7970.0,7406.0,,2026-07-15
PR007623,21.02.2026,,Patiala,Wheat,,2277.32,2160.42,2275.0,2026-02-21
PR008165,2026-02-06,MANDI_019,Ambala,Sugarcane,3574.05,,,3500.0,2026-02-06
PR005837,08-01-2026,MANDI_032,Kurukshetra,Mustard,0.5078,,5470.55,5650.0,2026-08-01
PR010029,13.03.2026,MANDI_043,Sirsa,Rice,0.2169,2444.61,0.2307,0.2183,2026-03-13
PR007935,2026/05/23,MANDI_009,Ludhiana,Wheat,1993.36,2414.0,2203.67,2275.0,2026-05-23
PR008785,2026/02/12,MANDI_048,Ludhiana,Sugarcane,3562.41,4107.96,3835.19,3500.0,2026-02-12
PR009344,2026-08-01,MANDI_038,Hisar,Maize,1877.71,,2059.0,,2026-08-01
PR009853,2026/05/11,MANDI_057,Ferozepur,Mustard,,,5855.55,5650.0,2026-05-11
PR009838,05-Mar-2026,MANDI_033,Kurukshetra,Cotton,,0.6728,6515.481696875984,,2026-03-05
PR008136,2026/08/25,MANDI_008,Moga,Rice,2288.0,,2453.0,2183.0,2026-08-25
PR011049,01-23-2026,MANDI_009,Fatehabad,Maize,1933.88,2105.3207858334745,2019.6,2090.0,2026-01-23
PR011464,2026/07/14,,Bathinda,Wheat,2079.39,2524.0,,,2026-07-14
PR008151,2026/04/02,MANDI_021,Moga,Mustard,5207.98,5571.27,5390.0,5650.0,2026-04-02
PR009147,2026-08-12,MANDI_039,,Wheat,1996.0,2255.3373531649268,2125.0,2275.0,2026-08-12
PR003849,01/08/2026,MANDI_032,,Maize,1877.0,2016.5,,2090.0,2026-01-08
PR000977,2026/05/07,MANDI_024,,Mustard,5567.68,6453.0,6010.0,,2026-05-07
PR005378,17.04.2026,MANDI_016,Jalandhar,Cotton,5754.7893485407785,6471.0,6112.7618412174015,6620.0,2026-04-17
PR009145,27/02/2026,MANDI_002,,Sugarcane,3406.41,0.3634,3520.34,3500.0,2026-02-27
PR005863,05-11-2026,MANDI_051,Fatehabad,Wheat,,2639.6,0.2387,2275.0,2026-05-11
PR004784,2026-07-07,MANDI_011,Moga,Sugarcane,3505.88,4084.0,,,2026-07-07
PR011718,2026-03-14,MANDI_012,Ludhiana,Wheat,2307.28,2500.01,,2275.0,2026-03-14
PR004654,09-Feb-2026,MANDI_011,Sirsa,Wheat,0.2281,2834.0,0.2558,2275.0,2026-02-09
PR011331,2026/08/14,MANDI_031,Jalandhar,Rice,2236.84,2482.68,2359.76,2183.0,2026-08-14
PR005248,12/04/2026,MANDI_008,,Mustard,0.4839,5954.59,5396.86,5650.0,2026-12-04
PR007255,17/01/2026,MANDI_025,Hisar,Rice,,2300.5586574163854,2156.3961551196917,0.2183,2026-01-17
PR005154,24/02/2026,MANDI_011,,Maize,2042.0,2416.54,0.2229,2090.0,2026-02-24
PR008538,04/01/2026,MANDI_054,Bathinda,Cotton,0.6441,0.7855,7147.99,6620.0,2026-04-01
PR005846,13-May-2026,MANDI_053,Karnal,Mustard,4976.43,5946.202895299149,5461.32,0.565,2026-05-13
PR005267,17-Jun-2026,MANDI_054,,Cotton,6324.01,6948.96,6636.0,6620.0,2026-06-17
PR009728,2026-07-24,MANDI_014,Moga,Wheat,2145.74,2268.85,0.2207,2275.0,2026-07-24
PR004189,2026/04/13,MANDI_044,Kurukshetra,Rice,1866.0,2289.0,2077.41,0.2183,2026-04-13
PR011101,18-Aug-2026,MANDI_057,Kurukshetra,Wheat,2292.82,2849.78,2571.0,,2026-08-18
PR007459,2026-07-20,MANDI_003,Ferozepur,Sugarcane,3156.78,3752.74,3454.76,3500.0,2026-07-20
PR010769,2026-02-01,MANDI_021,Ambala,Sugarcane,3299.0,3858.58,0.3579,,2026-02-01
PR008103,05-07-2026,MANDI_048,,Cotton,6857.64,0.8519,7688.35,,2026-05-07
PR003951,2026-04-24,,Moga,Rice,,2494.0,2354.75,2183.0,2026-04-24
PR005117,06-11-2026,MANDI_046,Kurukshetra,Rice,2200.12,2581.0,2390.76,2183.0,2026-06-11
PR001087,23/04/2026,MANDI_056,,Wheat,,2568.0,0.2442,2275.0,2026-04-23
PR009608,2026-02-24,MANDI_007,Ludhiana,Wheat,0.2177,0.2553,0.2365,2275.0,2026-02-24
PR007092,19/03/2026,MANDI_054,Fatehabad,Cotton,6521.82,,6860.77,,2026-03-19
PR000598,2026/08/02,MANDI_052,Jalandhar,Sugarcane,3631.02,4118.283228709139,3874.65,3500.0,2026-08-02
PR008845,2026-02-24,MANDI_034,Ferozepur,Wheat,0.219,2571.12,0.2381,2275.0,2026-02-24
PR004220,2026/04/08,MANDI_008,Hisar,Wheat,2161.0,2389.33,2275.12,,2026-04-08
PR003497,25/07/2026,MANDI_001,Ambala,Mustard,0.5612,6346.66,0.5979,5650.0,2026-07-25
PR011078,01-26-2026,MANDI_018,,Cotton,0.6637,7597.68,7117.1,6620.0,2026-01-26
PR001884,2026/07/25,MANDI_034,Ambala,Cotton,6875.69,8084.0,7480.0,6620.0,2026-07-25
PR006725,2026-03-17,MANDI_008,,Maize,2056.0,2552.0,,2090.0,2026-03-17
PR011277,01.07.2026,MANDI_019,Patiala,Rice,1870.0,0.201,1940.0,2183.0,2026-01-07
PR007435,2026-02-09,MANDI_004,Karnal,Wheat,2133.76,2348.69,2241.0,2275.0,2026-02-09
PR004444,04-Mar-2026,MANDI_021,Fatehabad,Rice,2228.490460240431,2480.82,2355.0,2183.0,2026-03-04
PR010621,12-Mar-2026,MANDI_013,,Wheat,,,0.2554,2275.0,2026-03-12
PR006561,04-21-2026,,Karnal,Wheat,2334.99,2494.05,2415.0,2275.0,2026-04-21
